,State.Name,City.Name,County.Name,Latitude,Longitude,Parameter.Name,Units.of.Measure,Metric.Used,Sample.Duration,Observation.Count
182,Pennsylvania,,Lebanon,40.337328,-76.383447,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,342
183,Pennsylvania,Farrell,Mercer,41.215014,-80.484779,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,303
184,Pennsylvania,Farrell,Mercer,41.215014,-80.484779,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,303
185,Pennsylvania,Farrell,Mercer,41.215014,-80.484779,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,211
186,Pennsylvania,Farrell,Mercer,41.215014,-80.484779,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,211
187,Pennsylvania,,Monroe,41.08306,-75.32328,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,342
188,Pennsylvania,,Monroe,41.08306,-75.32328,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,342
189,Pennsylvania,Norristown,Montgomery,40.112222,-75.309167,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,312
190,Pennsylvania,Norristown,Montgomery,40.112222,-75.309167,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,312
191,Pennsylvania,Norristown,Montgomery,40.112222,-75.309167,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,340
192,Pennsylvania,Norristown,Montgomery,40.112222,-75.309167,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,340
193,Pennsylvania,Freemansburg,Northampton,40.628056,-75.341111,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,344
194,Pennsylvania,Freemansburg,Northampton,40.628056,-75.341111,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,344
195,Pennsylvania,Freemansburg,Northampton,40.628056,-75.341111,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,325
196,Pennsylvania,Freemansburg,Northampton,40.628056,-75.341111,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,325
197,Pennsylvania,,Northampton,40.645889,-75.404397,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,349
198,Pennsylvania,,Northampton,40.645889,-75.404397,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,349
199,Pennsylvania,Philadelphia,Philadelphia,40.008889,-75.09778,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,223
200,Pennsylvania,Philadelphia,Philadelphia,40.008889,-75.09778,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,223
201,Pennsylvania,Philadelphia,Philadelphia,39.944651,-75.165206,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,166
202,Pennsylvania,Philadelphia,Philadelphia,39.944651,-75.165206,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,166
203,Pennsylvania,Philadelphia,Philadelphia,39.944651,-75.165206,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,251
204,Pennsylvania,Philadelphia,Philadelphia,39.944651,-75.165206,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,251
205,Pennsylvania,Philadelphia,Philadelphia,39.944651,-75.165206,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,83
206,Pennsylvania,Philadelphia,Philadelphia,39.944651,-75.165206,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,83
207,Pennsylvania,Philadelphia,Philadelphia,39.991389,-75.080833,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,24
208,Pennsylvania,Philadelphia,Philadelphia,39.991389,-75.080833,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,24
209,Pennsylvania,Philadelphia,Philadelphia,39.991389,-75.080833,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,73
210,Pennsylvania,Philadelphia,Philadelphia,39.991389,-75.080833,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,73
211,Pennsylvania,Philadelphia,Philadelphia,39.922867,-75.186921,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,87
212,Pennsylvania,Philadelphia,Philadelphia,39.922867,-75.186921,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,87
213,Pennsylvania,Philadelphia,Philadelphia,39.922867,-75.186921,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,213
214,Pennsylvania,Philadelphia,Philadelphia,39.922867,-75.186921,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,213
215,Pennsylvania,Philadelphia,Philadelphia,39.960048,-75.142614,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
216,Pennsylvania,Philadelphia,Philadelphia,39.960048,-75.142614,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
217,Pennsylvania,Philadelphia,Philadelphia,39.960048,-75.142614,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,177
218,Pennsylvania,Philadelphia,Philadelphia,39.960048,-75.142614,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,177
219,Pennsylvania,Philadelphia,Philadelphia,40.035985,-75.002405,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,84
220,Pennsylvania,Philadelphia,Philadelphia,40.035985,-75.002405,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,84
221,Pennsylvania,Philadelphia,Philadelphia,40.035985,-75.002405,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,256
222,Pennsylvania,Philadelphia,Philadelphia,40.035985,-75.002405,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,256
223,Pennsylvania,Charleroi,Washington,40.146667,-79.902222,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,346
224,Pennsylvania,Charleroi,Washington,40.146667,-79.902222,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,346
225,Pennsylvania,Washington,Washington,40.170556,-80.261389,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,305
226,Pennsylvania,Washington,Washington,40.170556,-80.261389,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,305
227,Pennsylvania,Washington,Washington,40.170556,-80.261389,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,351
228,Pennsylvania,Washington,Washington,40.170556,-80.261389,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,351
229,Pennsylvania,,Washington,40.445278,-80.420833,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,325
230,Pennsylvania,,Washington,40.445278,-80.420833,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,325
231,Pennsylvania,,Washington,40.445278,-80.420833,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,301
232,Pennsylvania,,Washington,40.445278,-80.420833,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,301
233,Pennsylvania,,Washington,40.268963,-80.243995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,333
234,Pennsylvania,,Washington,40.268963,-80.243995,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,333
235,Pennsylvania,Greensburg,Westmoreland,40.304694,-79.505667,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,346
236,Pennsylvania,Greensburg,Westmoreland,40.304694,-79.505667,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,346
237,Pennsylvania,Greensburg,Westmoreland,40.304694,-79.505667,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,261
238,Pennsylvania,Greensburg,Westmoreland,40.304694,-79.505667,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,261
239,Pennsylvania,Greensburg,Westmoreland,40.304694,-79.505667,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,312
240,Pennsylvania,Greensburg,Westmoreland,40.304694,-79.505667,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,312
241,Pennsylvania,York,York,39.965278,-76.699444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,290
242,Pennsylvania,York,York,39.965278,-76.699444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,290
243,Pennsylvania,York,York,39.965278,-76.699444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,53
244,Pennsylvania,York,York,39.965278,-76.699444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,53
245,Pennsylvania,York,York,39.965278,-76.699444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,360
246,Pennsylvania,York,York,39.965278,-76.699444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24-HR BLK AVG,360
247,Vermont,Bennington,Bennington,42.88759,-73.24984,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
248,Vermont,Bennington,Bennington,42.88759,-73.24984,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,117
249,Vermont,Underhill (Town of),Chittenden,44.52839,-72.86884,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,104
250,Vermont,Underhill (Town of),Chittenden,44.52839,-72.86884,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,104
251,Vermont,Burlington,Chittenden,44.480278,-73.214444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,106
252,Vermont,Burlington,Chittenden,44.480278,-73.214444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,106
253,Vermont,Burlington,Chittenden,44.480278,-73.214444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,114
254,Vermont,Burlington,Chittenden,44.480278,-73.214444,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,114
255,Vermont,Burlington,Chittenden,44.4762,-73.2106,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,87
256,Vermont,Burlington,Chittenden,44.4762,-73.2106,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,87
257,Vermont,Rutland,Rutland,43.608056,-72.982778,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,115
258,Vermont,Rutland,Rutland,43.608056,-72.982778,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,115
259,Vermont,Rutland,Rutland,43.608056,-72.982778,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,63
260,Vermont,Rutland,Rutland,43.608056,-72.982778,PM2.5 - Local Conditions,Micrograms/cubic meter (LC),Daily Mean,24 HOUR,63
