latitude,longitude,altitude,geometry,coordinates,CTUID,houseValue
,,,Polygon,"-79.85585608623806,43.18790480765137,-79.8559180271259,43.187789086541024,-79.86193421293773,43.18931505658914,-79.86553082056366,43.190391784160305,-79.8754727927224,43.19255660800512,-79.88551239955491,43.19525806317198,-79.88918467160566,43.19588380921202,-79.88956001914379,43.19595457858329,-79.89103710138527,43.19630157617201,-79.89270289566036,43.1967013967592,-79.89576636041842,43.197425752864824,-79.8957653977769,43.19742770989786,-79.89553459700826,43.197938694961486,-79.89507359665154,43.19893379712394,-79.89504768782264,43.19900559736481,-79.89456020035475,43.200099406930725,-79.89453491324988,43.200135208156276,-79.89398949512399,43.20131699490004,-79.89395870883469,43.20137230471393,-79.89376661629532,43.2017846941263,-79.89372841060535,43.20185631205741,-79.89370250447685,43.201928088351735,-79.89366420565615,43.20199979533735,-79.89362600609425,43.20207138871706,-79.89357549549526,43.202143000696395,-79.89335751064493,43.20248879114355,-79.89331019181809,43.20256380639347,-79.89319270408058,43.20253450338955,-79.89087090436499,43.2019547011057,-79.88745218969137,43.20110210497369,-79.88529581244231,43.200558796564444,-79.88451159000657,43.20036210293583,-79.88324251454053,43.2000534998226,-79.88320838887533,43.200045194837486,-79.88233050644286,43.1998275092869,-79.88232560345536,43.199826391752026,-79.88192601530986,43.19973349150308,-79.88115409272332,43.19953689907773,-79.88108703303661,43.19952040256486,-79.88046800436109,43.19936811229667,-79.88046529589175,43.19936740289416,-79.87892398549879,43.19899279608263,-79.87810769003926,43.19879679160848,-79.87810291381082,43.198795589518156,-79.87711038442514,43.19855179858068,-79.87575009623372,43.19823230903433,-79.87551741337779,43.198166906059065,-79.87437780679686,43.1978945943521,-79.87372037027173,43.197733038580154,-79.87338529531516,43.19765070806205,-79.87329949651092,43.197631894858425,-79.87316479116738,43.19759449648514,-79.87284611238702,43.19751560044644,-79.87153529270503,43.197191187525874,-79.8688766143111,43.19653470042564,-79.86797010250582,43.196300589101426,-79.86768839103664,43.19622568788142,-79.86701458459588,43.19605699487559,-79.866622515988,43.19596310380929,-79.86637760733001,43.195897598139965,-79.86482160204736,43.1955130118403,-79.86362089938136,43.195221909124534,-79.86320420918373,43.195127697775064,-79.8604723163052,43.19444320067554,-79.8603499151794,43.19440599525743,-79.8597006122258,43.194246403092244,-79.85883098676727,43.19402160161821,-79.85655230417689,43.19345859882662,-79.8562951000486,43.1933930004316,-79.85611141048233,43.193346096805186,-79.8554375867767,43.193177302385116,-79.85510690622762,43.19309300920142,-79.85465370303187,43.19298040999058,-79.85379601452226,43.192773698211596,-79.85401329640446,43.19234359770552,-79.8543974133864,43.191546099628624,-79.85451220396088,43.19133110720295,-79.8546019044271,43.19114290561378,-79.85471750357182,43.19088290934759,-79.8548718948964,43.190524305963336,-79.85497499151562,43.1902731974916,-79.85524599789247,43.189600495298144,-79.85558091574282,43.188802504799405,-79.85560700265867,43.1887217087069,-79.85581481588451,43.1881384934177,-79.85570511593117,43.18808329030405,-79.85569429710316,43.18800220492233,-79.85574489861439,43.18793070321763,-79.85585608623806,43.18790480765137",5370001.09,420276
,,,Polygon,"-79.94561572042278,43.16919707961404,-79.94637331308324,43.16753209853766,-79.94705100090746,43.16603460278984,-79.94776788626673,43.164402291621144,-79.94794659051112,43.164025794992455,-79.9480742901028,43.163756789330805,-79.94863809013982,43.16243828860703,-79.94959731477782,43.16030400140667,-79.95009430966235,43.15921479311325,-79.95033576697543,43.15868564458874,-79.95053021314271,43.15825949124407,-79.95169441121764,43.15563170958121,-79.95273011077971,43.15332698991081,-79.95305000469406,43.15260059907503,-79.95279230166223,43.152562188487785,-79.95255950368418,43.15251499686192,-79.95252290768428,43.15249671364555,-79.95247401049052,43.15247820190638,-79.95243759220777,43.15245089362376,-79.95238868870811,43.15243240651654,-79.95235230410765,43.152405102821966,-79.95231580424677,43.15237770669636,-79.95227938607651,43.15235039835295,-79.95224299349272,43.152322991561654,-79.95220650187188,43.15229569846348,-79.95218240875718,43.152268392454985,-79.95221941285031,43.15225981285188,-79.95230579231377,43.152242611355014,-79.95239219712803,43.15222531136412,-79.95246648826989,43.15219898856459,-79.95255299871557,43.15217280635141,-79.95263951549938,43.15214659943099,-79.9527138957746,43.15211118822636,-79.95278831138668,43.15207590929262,-79.95285028814357,43.152049406975905,-79.95289990645227,43.15202289765716,-79.95294961734676,43.15199629923283,-79.952999406651,43.15196078947627,-79.95304901018449,43.15193420159553,-79.9530987912445,43.15189858868811,-79.95314850999496,43.15187209327135,-79.95319828453626,43.15183650495062,-79.95323579964143,43.15180079597236,-79.95328558845972,43.151765286078266,-79.95347240379256,43.151631909265674,-79.95363970105134,43.151192190575955,-79.95399768972122,43.150394108983086,-79.95406198590811,43.15023259286756,-79.95516270967072,43.14770330866646,-79.95523851001772,43.147586904643546,-79.95612250920733,43.145505899349786,-79.95781139698937,43.141640193549456,-79.95783721082547,43.141568399818475,-79.95801628829265,43.141164802570195,-79.95875790788128,43.13948771035657,-79.95879619144281,43.13940699252107,-79.96004928705499,43.13657290507148,-79.96103450983186,43.13430360431662,-79.96289140460439,43.12991710239351,-79.96382560559829,43.12774640457459,-79.96493929058792,43.12512708763998,-79.96498819760754,43.125145594445996,-79.96503689422009,43.125172992722625,-79.96508580132667,43.12519149947792,-79.96513459957714,43.1252098891872,-79.96517121442889,43.12522829693084,-79.96522011352263,43.12524670052559,-79.96526888645235,43.12526518855639,-79.96531778561226,43.12528359214263,-79.96536658583142,43.12530210936418,-79.9676030011193,43.12609670898777,-79.96917941500256,43.12666020778397,-79.97356680921683,43.12822140265458,-79.97412909153311,43.128415590497724,-79.97509459359144,43.12875739675336,-79.97991059546365,43.130439292776074,-79.98419592348247,43.13195541660801,-79.98432309550421,43.13200039483447,-79.9843821545441,43.132021008316244,-79.98495881418496,43.13222220485563,-79.98993348773173,43.134004091127416,-79.98999470234814,43.13402270476089,-79.99000679951395,43.1340317952534,-79.99215811513598,43.134807101551345,-79.9934659979013,43.135277903493396,-79.9968273046984,43.136496098571605,-80.00000531210654,43.13765840306927,-80.00496800349396,43.139475609775296,-80.01002939817816,43.141293511888804,-80.01043280317266,43.14144110203154,-80.01177760057502,43.1419298923652,-80.01564081626341,43.143340993049975,-80.02592440467342,43.1470129086507,-80.02605890801568,43.14705900732923,-80.02619349351976,43.14710519354834,-80.02632791596338,43.1471604045524,-80.02646230507798,43.14721561072372,-80.02658430466329,43.14727960832384,-80.02670621202216,43.14734369496533,-80.02682799014424,43.147416811048316,-80.02694991577427,43.1474898963412,-80.02705939436844,43.14756279423639,-80.02716891517106,43.14763579970442,-80.02724161282252,43.147708391509944,-80.0273265934503,43.14777220223329,-80.027375097767,43.14781760325945,-80.02756081379542,43.147738209068685,-80.02759789294936,43.14772950832293,-80.02763490484068,43.14772079833388,-80.02767191039295,43.14771211292398,-80.02772128788585,43.14770350229243,-80.02775810310307,43.147703812587494,-80.02780729861223,43.14770430070917,-80.02784418740457,43.14770459560092,-80.02788098673192,43.14771390016384,-80.0279176853167,43.14772319077466,-80.02796658649416,43.14774160568467,-80.03230810808309,43.14928219309601,-80.03905830308108,43.15174340824869,-80.03940059277622,43.15187231084481,-80.03962860444466,43.15195529771525,-80.03964286253759,43.151960498155795,-80.04081918746574,43.152388495577206,-80.04086288861201,43.152404962884326,-80.04096590219334,43.15244379360976,-80.04101368806462,43.15246102721436,-80.04635958733536,43.1543888874946,-80.04654162803475,43.15445523019584,-80.04823078808612,43.155070804794825,-80.05300300253234,43.156939000988025,-80.05488159221548,43.157674297274276,-80.055310106326,43.15780390179189,-80.05601000580745,43.157881704753834,-80.05624380875958,43.157874610505715,-80.05630835727874,43.157866437668226,-80.06285658532002,43.16042712601964,-80.06731633650897,43.16194569792125,-80.06767333137671,43.16208128589924,-80.06865316116024,43.16245337265359,-80.06913018449426,43.162634518815956,-80.07218697572166,43.16379525944548,-80.07671764023995,43.16551535575818,-80.07938582592729,43.166527769897186,-80.07944601089974,43.16653773606641,-80.07962519313608,43.16656742057011,-80.07989590496217,43.16668846150007,-80.08080114613259,43.16690107557588,-80.08404051199523,43.168194626067226,-80.08424465951326,43.16827614421397,-80.09278860298008,43.17142641318423,-80.09284915226209,43.171448727709674,-80.1020307799936,43.174813165259955,-80.10415330741736,43.17559340112217,-80.11190539297978,43.17844246357252,-80.11191068246782,43.17844438493387,-80.11785264607273,43.18060891111645,-80.12459951494154,43.18300432140878,-80.12491724910028,43.183056147750506,-80.1251839735038,43.18309962684218,-80.12803653503947,43.184176114965645,-80.13461999643512,43.18665999205182,-80.1372595732201,43.1876224329637,-80.13956754837464,43.188463851522926,-80.14134852826577,43.189067360276994,-80.14300455526866,43.1895647981167,-80.14645448935141,43.19062480009145,-80.15143724213958,43.19261576388022,-80.14728839696772,43.193311708321644,-80.14466050718998,43.193769403927355,-80.14209428849193,43.19421839283661,-80.13838118801502,43.19482979748169,-80.13722169807103,43.19501019444187,-80.13386640845746,43.195552112410525,-80.13352111542005,43.19560349695938,-80.13048599453526,43.19612080852562,-80.1275622018175,43.19660279633165,-80.12609419752843,43.196834703752245,-80.12150500933409,43.1975829964054,-80.11842081681873,43.198081498743825,-80.11733518793213,43.19825319746678,-80.11733000342866,43.19825399237751,-80.11728166943763,43.198261835391065,-80.11225221045716,43.199078405154566,-80.10977219521777,43.199491301444,-80.10763761192284,43.199852914050574,-80.10726739725605,43.19991300217116,-80.10721017728908,43.199922198495,-80.10422008256194,43.20040250955233,-80.10414599516511,43.20041989627913,-80.10372650784507,43.200488698132794,-80.0999757876038,43.20108949426001,-80.09352318618286,43.20211008626925,-80.08871060903321,43.20291840227121,-80.07860339399006,43.20464728904758,-80.07748051401174,43.20482739609483,-80.07484461036509,43.196791902088265,-80.07437166754885,43.195318212864784,-80.07381031496132,43.193568898905966,-80.07377704666969,43.193466841398575,-80.07373969073316,43.19335219253539,-80.07368261257218,43.19318347867974,-80.07365720051895,43.19310839525797,-80.07358690726493,43.192873688945745,-80.0729767758793,43.190966902170246,-80.07150708872462,43.18637339935602,-80.07095190407514,43.18646800297836,-80.07064350377061,43.1865195105802,-80.06805189544033,43.18700269209849,-80.06511519872545,43.187519002272495,-80.06383208646372,43.18773359736625,-80.06382708523051,43.187734490679404,-80.06004420777901,43.1883778997578,-80.05484909551232,43.18929861208491,-80.04977689090477,43.19022009452386,-80.0447298013868,43.19109659209384,-80.0418915147071,43.19159509917032,-80.0400527183131,43.19191289471362,-80.03700508789954,43.19240949066203,-80.03540119394349,43.192666188841564,-80.03147758625099,43.19329030084938,-80.03129260662166,43.19331580543208,-80.03026809409242,43.193505208938284,-80.03008299653746,43.193539693449324,-80.02988550627465,43.19357399995227,-80.02970040189118,43.193608508268944,-80.02950291105432,43.19364281391455,-80.02930539264521,43.19367708984217,-80.02912041027706,43.19370258989502,-80.02892298591793,43.193736903511166,-80.02873781286826,43.19377140053425,-80.02854051097309,43.19379670620859,-80.02835530372022,43.19383119778697,-80.0274176950221,43.19397630930262,-80.02720789670292,43.19401049502412,-80.02699809168479,43.1940447048372,-80.02678840194913,43.19407900658388,-80.02666491519389,43.19410489422045,-80.02539390157544,43.19431019370435,-80.02349250975945,43.194690196051816,-80.02280041608829,43.19482099698212,-80.02249329177697,43.19487900168798,-80.02007301550937,43.19533628963242,-80.01728807326909,43.19586416973359,-80.0170731875764,43.19590489740656,-80.01670281895552,43.19597379206854,-80.01301211216415,43.196635313288276,-80.01203698551502,43.19680699189417,-80.00949450043419,43.1972443028452,-80.00663119069192,43.19773269069366,-80.00205240136611,43.19849428834523,-80.00169450364876,43.19855419117165,-80.00000379704855,43.198827606421126,-79.99693078776461,43.19933200007192,-79.99544358228759,43.199576005209266,-79.99423743346522,43.19977389549917,-79.99198170608929,43.20014389694732,-79.98876060029964,43.20066481270345,-79.98743999469116,43.200878207266754,-79.98607010336474,43.20110019452798,-79.9846135079528,43.20134839174294,-79.98250700361774,43.20170020378344,-79.98243860702048,43.20171160045399,-79.98233251805814,43.201728594608646,-79.97840539016542,43.202355690999894,-79.97835600649269,43.20236430988965,-79.97667739817862,43.20263740777409,-79.97507290961796,43.20289319680977,-79.97476439738264,43.20294451006516,-79.97343121625762,43.203166604006896,-79.97179920012788,43.20344170526316,-79.97109820845121,43.203559891897676,-79.96776530851199,43.20411518962175,-79.96755550894191,43.204149296260546,-79.96701299470642,43.2042391163334,-79.96693295648285,43.20425235756192,-79.96665943699344,43.204297654105225,-79.96611131053128,43.20438840027087,-79.96401270694528,43.20473860724228,-79.9637692146842,43.20477828899681,-79.95924810441439,43.20551480975627,-79.95768268414905,43.205760805452805,-79.95751418792801,43.205787303979264,-79.95732960427104,43.20581669788055,-79.95676719480572,43.205906405787324,-79.95329821812687,43.20648699137726,-79.95256990141509,43.20660640586399,-79.95081708300162,43.20688750554487,-79.9496514567966,43.20707653338997,-79.94897768712705,43.2071857885843,-79.94874365184519,43.207223811375414,-79.94792848892925,43.20735618659296,-79.94503038569043,43.20782330867059,-79.94342279849127,43.20808010270471,-79.9400032090694,43.208642811484324,-79.93837359729405,43.20890679190743,-79.93671949364692,43.20917060867614,-79.93497879744581,43.20945149569688,-79.93445708944178,43.20953904849981,-79.93325028866094,43.209741591853444,-79.93157149696496,43.21000510474219,-79.93011501702782,43.210225591197265,-79.92930099484819,43.2103080100251,-79.92911610141712,43.21032430098144,-79.92893110052606,43.21034060216283,-79.92861050465099,43.21037358953668,-79.92842493923314,43.21037420445496,-79.92789641460519,43.21037590605799,-79.92779791593483,43.210374997945316,-79.92774870979298,43.210374511557504,-79.92761329244384,43.210373191854195,-79.9275272094684,43.21037240177857,-79.92742871075379,43.21037149323953,-79.9274045651368,43.21037130075891,-79.92746421892875,43.21022589205097,-79.92775984799131,43.20953477173923,-79.92779976646939,43.209440250872746,-79.92799838716547,43.20897003695618,-79.92831036824585,43.208301542937704,-79.9284105779116,43.2081406298245,-79.9284342027485,43.20810267683862,-79.92857451022215,43.20797745116182,-79.92857900894728,43.20795099412984,-79.92859269300014,43.20787009360695,-79.92860651162609,43.20778921177214,-79.92863251602844,43.2077083908493,-79.92865851389597,43.207627594537705,-79.9286716008651,43.207582694981,-79.92868489746078,43.207528797225734,-79.9287102983654,43.20748400185295,-79.92872349396114,43.20743009009704,-79.92874889471595,43.20738529472681,-79.92876201515226,43.207340399881666,-79.92878759188812,43.20728660166144,-79.92881300061961,43.20724190944827,-79.9288260872723,43.20719700994638,-79.9288517038744,43.20714319177901,-79.92928700125232,43.20618371042982,-79.93005076660414,43.204468740968395,-79.93005671428254,43.20445536350004,-79.9302094956608,43.20411228874016,-79.93044001352403,43.20360120528373,-79.93047828527082,43.20352050937125,-79.93065769293754,43.20311700203492,-79.93092640921745,43.202534191659915,-79.93156641428408,43.20112639728711,-79.93188659806926,43.200408988864496,-79.93189960536718,43.20037310700852,-79.93218281622481,43.19975299797466,-79.93230908749496,43.199476500980566,-79.93251371462482,43.19903721056697,-79.9329240010048,43.1980955121854,-79.93297440663896,43.1980238987733,-79.93364151054604,43.1964723895316,-79.93471821752225,43.19400609862936,-79.93582058493405,43.19147700661518,-79.93589769527632,43.19128870118117,-79.93676921323338,43.189297696404154,-79.93762779964696,43.18733370412767,-79.93771719630833,43.18714540072789,-79.9386523015985,43.18502000075933,-79.93994344888425,43.182064929495105,-79.94026671289086,43.18132499870058,-79.94074159100357,43.1801948114509,-79.94135807596915,43.17902723120075,-79.94218014526732,43.177018299787996,-79.94252470205565,43.17609999314676,-79.94263769511764,43.1758450929262,-79.94308498704936,43.17487670385446,-79.94380169762978,43.173271494488716,-79.94445461601543,43.17179170082701,-79.94472329721519,43.17119090705294,-79.94505560385551,43.17047358870841,-79.9456061929001,43.16921798851481,-79.94561572042278,43.16919707961404",5370120.02,601551
,,,Polygon,"-79.89977479297787,43.330883286748914,-79.89977378868096,43.33031589184521,-79.8997742085763,43.33029270271756,-79.89977661725312,43.33027019826806,-79.89978119921851,43.33024700068469,-79.89978571061418,43.330224609861226,-79.89979319046654,43.33020209577078,-79.89980189768563,43.33017970118302,-79.8998124859305,43.33015800188503,-79.89982429981215,43.330136294306435,-79.89983699414562,43.33011550016633,-79.89985180405151,43.33009530628174,-79.89992861500497,43.3300395059388,-79.9005983707363,43.330471706515894,-79.90144252467816,43.330173654619166,-79.90196745623682,43.32979150510164,-79.90299513628217,43.32886871383218,-79.90315045848708,43.328729225024375,-79.90329837593565,43.32859641375354,-79.90334657603739,43.328553121017634,-79.9040183300655,43.32823541185933,-79.9057202204381,43.326957702348864,-79.9058962759719,43.32682550692038,-79.90605533484752,43.326706082184806,-79.9073815700911,43.3257103034745,-79.90781655046843,43.325525373786675,-79.90863958831196,43.32509464068488,-79.90889257701437,43.32496223218341,-79.90903029859317,43.324890161568895,-79.90994927324293,43.32440918195862,-79.91020545176285,43.3242750962387,-79.91033997198986,43.324204697664044,-79.91065523076975,43.32403969822721,-79.91163810996723,43.3235628104307,-79.91289893597997,43.32318610561873,-79.912952451819,43.32317011176839,-79.91295267650392,43.32316978573054,-79.91299040872272,43.32311643825217,-79.91304939095909,43.32304215760348,-79.91306759832796,43.323019219907636,-79.91321749138847,43.32283046304211,-79.91317173293707,43.3226319180333,-79.91328543953358,43.3221961886753,-79.91339675788184,43.32176962094738,-79.91397165770772,43.32130619483447,-79.91489825094848,43.32055926926009,-79.91504655653168,43.32054268115372,-79.91545314193436,43.32056455103799,-79.91566020670189,43.320710568768824,-79.9158935496753,43.3207668188558,-79.91610349523627,43.320750798950876,-79.91614080473383,43.32073314102904,-79.91608105690658,43.32062451742828,-79.91608283715262,43.32052548107208,-79.91614511188754,43.32049005931943,-79.91621908866958,43.32049075979527,-79.91630636869688,43.32043755407815,-79.91641768830112,43.32042060109044,-79.91645609519495,43.32033994303576,-79.91644745547265,43.32013275207909,-79.91658470459363,43.32004399835243,-79.91731442920884,43.31992485573811,-79.91769700342437,43.319910467291024,-79.91797291426133,43.31965193558672,-79.91809926803023,43.319482058397305,-79.91829878365665,43.319357879218174,-79.91839918109162,43.31925977338087,-79.91853514413248,43.3192430491585,-79.91864738285864,43.31917207693846,-79.91899537342412,43.319022294151374,-79.91933418098056,43.318692319761816,-79.91933545314937,43.31862031236748,-79.91927541778121,43.31852969244229,-79.91905410236386,43.31849157794478,-79.91894473441106,43.318400515516394,-79.91893381484402,43.318319365567355,-79.91953159342839,43.317991831724775,-79.92053809459838,43.31686678322205,-79.92107831202075,43.31630460512689,-79.92217979938947,43.31547381229234,-79.92390719664799,43.316736504459364,-79.92512468209728,43.317630307843274,-79.92625709921376,43.31845138813027,-79.92785178627727,43.31963689859505,-79.92796259079411,43.31964700852617,-79.9281208920263,43.319765510375554,-79.92836450930798,43.319938912442694,-79.92837521455456,43.320029011198976,-79.93105371054848,43.32200810446799,-79.93116329953459,43.32209009605059,-79.93127299918837,43.322163198024896,-79.93138259702246,43.322245292545915,-79.93148001232174,43.322318196628345,-79.93158950329874,43.322400301578085,-79.93169909421546,43.32248229265428,-79.93177230254427,43.32252800943064,-79.93179648482793,43.3225552949822,-79.9319060025451,43.32263730110865,-79.93201570467187,43.32271040230294,-79.93211299428343,43.32279239709437,-79.9347086831673,43.324581403216406,-79.93933798254429,43.32788410698166,-79.94378411052429,43.33111281391132,-79.94347110761039,43.33138009948794,-79.94323341180085,43.331576009586776,-79.94157160789527,43.33279420953362,-79.93787159760687,43.335560796404074,-79.9374723018173,43.33585370750554,-79.93489721197952,43.33779279773238,-79.93489390448696,43.3377952994493,-79.9329470068815,43.33926031340578,-79.93054671305302,43.34106580533127,-79.92843369642355,43.342657905129606,-79.92664601067037,43.34399180349015,-79.91985661243808,43.34908400932991,-79.91979560511167,43.34903280209634,-79.91973489017855,43.348978190231726,-79.91966181746417,43.34892349747438,-79.91960089066069,43.348877890032725,-79.91952788578074,43.348823206511064,-79.91946709750817,43.348768609806974,-79.9193940912359,43.34871379841749,-79.91866279109912,43.34820269070065,-79.9164335124436,43.34659678978052,-79.91303509206372,43.344133307522824,-79.90858881385427,43.34095739228485,-79.90733418295405,43.340054002545024,-79.9070908013567,43.339871603559644,-79.90695670846983,43.33978030188671,-79.90683521340029,43.33968010796848,-79.90670118663982,43.339579704631525,-79.90657969257641,43.339479510491536,-79.90645831250652,43.33937029814463,-79.90633671189268,43.339270114322545,-79.906215299167,43.339160897059486,-79.90610619566756,43.339051807041415,-79.90599720030268,43.33894270639349,-79.90590898383795,43.33885810650434,-79.90511319881041,43.33801570504404,-79.90505290512128,43.33794309794913,-79.90499228909542,43.337879505401254,-79.90493181458098,43.33781590692056,-79.9048713065175,43.337752303734646,-79.904798410009,43.33768861283234,-79.9047378010914,43.3376249955357,-79.9046650044877,43.33756119084164,-79.90459189359176,43.33750650377801,-79.90451910553013,43.337442802177414,-79.90444599332355,43.337387987201964,-79.90426129707099,43.3372359077134,-79.90424999601895,43.337227090329534,-79.90146108846365,43.33522929699297,-79.90134959183119,43.33514969970953,-79.9008901085065,43.33482369144776,-79.90026713268199,43.33437714481595,-79.90009559539563,43.33425418943103,-79.89974270564262,43.334002090229454,-79.8993069115688,43.33369189452707,-79.89913651141336,43.333564195350554,-79.90080031241258,43.332336813888446,-79.89992540028528,43.33171010205307,-79.8998990126424,43.33168890321931,-79.89987580387803,43.331666104647255,-79.89985470113106,43.331642603566664,-79.89983550345403,43.331618499594356,-79.89981860117634,43.33159269864705,-79.8998045888486,43.331566406194625,-79.89979369116605,43.331539296204795,-79.89978498951122,43.33151221070885,-79.89977930610826,43.331483605299425,-79.89977579464401,43.331455786609496,-79.89977479297787,43.330883286748914",5370140.03,525073
,,,Polygon,"-79.89286498587246,43.329091498976496,-79.89226240375113,43.32864075589652,-79.89209908145422,43.32855250796086,-79.88947814640123,43.32713647564099,-79.88912179109828,43.326695973507505,-79.88875674306234,43.32642230320607,-79.8886701974632,43.32637716414455,-79.88830269074487,43.32611493936469,-79.88938759568737,43.325341277945334,-79.89035632502393,43.32479081480676,-79.89148446657616,43.32394402331092,-79.8928038600145,43.322960995100296,-79.89288666505476,43.32289963199916,-79.89412475677041,43.32200345693774,-79.89568238150645,43.320876039927235,-79.89660748407994,43.3202063309141,-79.89718839149859,43.31978581029458,-79.90017302642589,43.31762506540883,-79.90109616639292,43.31696154599552,-79.90117408131223,43.31690437384295,-79.90124975440878,43.316848829304384,-79.9089115113029,43.31125159351393,-79.90900170545828,43.31110750900653,-79.91196331589788,43.308975200098146,-79.91206870847522,43.308918396054295,-79.91209384160334,43.30891083876963,-79.91252965779577,43.30846872324446,-79.91511229420759,43.310368497885555,-79.91519742082848,43.31043111802179,-79.91570281585044,43.310802902679214,-79.91714785154049,43.31188182372192,-79.91733168390202,43.3120190993827,-79.91756288500552,43.31219239456202,-79.91769670037527,43.31229269489846,-79.91838040413813,43.312786629880826,-79.91938909656282,43.3135152931453,-79.91953670535628,43.31353470836771,-79.9214113831002,43.31491209996045,-79.92217979938947,43.31547381229234,-79.92107831202075,43.31630460512689,-79.92053809459838,43.31686678322205,-79.91953159342839,43.317991831724775,-79.91893381484402,43.318319365567355,-79.91894473441106,43.318400515516394,-79.91905410236386,43.31849157794478,-79.91927541778121,43.31852969244229,-79.91933545314937,43.31862031236748,-79.91933418098056,43.318692319761816,-79.91899537342412,43.319022294151374,-79.91864738285864,43.31917207693846,-79.91853514413248,43.3192430491585,-79.91839918109162,43.31925977338087,-79.91829878365665,43.319357879218174,-79.91809926803023,43.319482058397305,-79.91797291426133,43.31965193558672,-79.91769700342437,43.319910467291024,-79.91731442920884,43.31992485573811,-79.91658470459363,43.32004399835243,-79.91644745547265,43.32013275207909,-79.91645609519495,43.32033994303576,-79.91641768830112,43.32042060109044,-79.91630636869688,43.32043755407815,-79.91621908866958,43.32049075979527,-79.91614511188754,43.32049005931943,-79.91608283715262,43.32052548107208,-79.91608105690658,43.32062451742828,-79.91614080473383,43.32073314102904,-79.91610349523627,43.320750798950876,-79.9158935496753,43.3207668188558,-79.91566020670189,43.320710568768824,-79.91545314193436,43.32056455103799,-79.91504655653168,43.32054268115372,-79.91489825094848,43.32055926926009,-79.91397165770772,43.32130619483447,-79.91339675788184,43.32176962094738,-79.91328543953358,43.3221961886753,-79.91317173293707,43.3226319180333,-79.91321749138847,43.32283046304211,-79.91306759832796,43.323019219907636,-79.91304939095909,43.32304215760348,-79.91299040872272,43.32311643825217,-79.91295267650392,43.32316978573054,-79.912952451819,43.32317011176839,-79.91289893597997,43.32318610561873,-79.91163810996723,43.3235628104307,-79.91065523076975,43.32403969822721,-79.91033997198986,43.324204697664044,-79.91020545176285,43.3242750962387,-79.90994927324293,43.32440918195862,-79.90903029859317,43.324890161568895,-79.90889257701437,43.32496223218341,-79.90863958831196,43.32509464068488,-79.90781655046843,43.325525373786675,-79.9073815700911,43.3257103034745,-79.90605533484752,43.326706082184806,-79.9058962759719,43.32682550692038,-79.9057202204381,43.326957702348864,-79.9040183300655,43.32823541185933,-79.90334657603739,43.328553121017634,-79.90329837593565,43.32859641375354,-79.90315045848708,43.328729225024375,-79.90299513628217,43.32886871383218,-79.90196745623682,43.32979150510164,-79.90144252467816,43.330173654619166,-79.9005983707363,43.330471706515894,-79.89992861500497,43.3300395059388,-79.89985180405151,43.33009530628174,-79.89983699414562,43.33011550016633,-79.89982429981215,43.330136294306435,-79.8998124859305,43.33015800188503,-79.89980189768563,43.33017970118302,-79.89979319046654,43.33020209577078,-79.89978571061418,43.330224609861226,-79.89978119921851,43.33024700068469,-79.89977661725312,43.33027019826806,-79.8997742085763,43.33029270271756,-79.89977378868096,43.33031589184521,-79.89977479297787,43.330883286748914,-79.89977579464401,43.331455786609496,-79.89977930610826,43.331483605299425,-79.89978498951122,43.33151221070885,-79.89979369116605,43.331539296204795,-79.8998045888486,43.331566406194625,-79.89981860117634,43.33159269864705,-79.89983550345403,43.331618499594356,-79.89985470113106,43.331642603566664,-79.89987580387803,43.331666104647255,-79.8998990126424,43.33168890321931,-79.89992540028528,43.33171010205307,-79.90080031241258,43.332336813888446,-79.89913651141336,43.333564195350554,-79.89903249221958,43.333494693158066,-79.89845448726801,43.33308038602306,-79.89651830207586,43.331692990627346,-79.89559349892153,43.33103088874933,-79.8954986117723,43.33096260036098,-79.89510579226958,43.33067989357831,-79.89506920682634,43.33065250302135,-79.89467929690146,43.330387602614174,-79.89453330290625,43.33027818976819,-79.89385149708659,43.329791204956344,-79.8933642918942,43.329447490162906,-79.89301118938305,43.329191910422686,-79.89286498587246,43.329091498976496",5370140.04,524777
